Code,Name,IndexSED,DecileSED,IndexSEAD,DecileSEAD,IndexER,DecileER,IndexEO,DecileEO,Population
23810,Latrobe (C) (Vic.),931,3,916,3,937,2,913,2,73257
23940,Loddon (S),942,3,932,3,970,4,964,6,7516
24130,Macedon Ranges (S),1060,10,1047,9,1071,10,1044,9,46100
24210,Manningham (C),1066,10,1076,10,1063,10,1080,10,116255
24250,Mansfield (S),1015,8,986,7,1009,8,994,8,8584
24330,Maribyrnong (C),995,7,1019,9,945,2,1053,9,82288
24410,Maroondah (C),1045,9,1034,9,1028,9,1038,9,110376
24600,Melbourne (C),1010,8,1071,10,829,1,1149,10,135959
24650,Melton (C),994,7,981,7,1028,9,953,5,135443
24780,Mildura (RC),935,3,921,3,945,2,928,3,53878
24850,Mitchell (S),997,7,972,6,1018,8,948,5,40918
24900,Moira (S),951,4,930,3,975,5,928,3,29112
24970,Monash (C),1045,9,1060,10,1008,8,1082,10,182618
25060,Moonee Valley (C),1035,9,1046,9,1000,7,1059,9,116671
25150,Moorabool (S),1010,8,988,8,1024,9,974,7,31818
25250,Moreland (C),1014,8,1026,9,964,4,1054,9,162558
25340,Mornington Peninsula (S),1030,9,1013,8,1032,9,1013,9,154999
25430,Mount Alexander (S),995,7,979,7,986,6,1021,9,18761
25490,Moyne (S),1016,8,998,8,1032,9,1007,8,16495
25620,Murrindindi (S),996,7,973,6,1011,8,980,7,13732
25710,Nillumbik (S),1099,10,1093,10,1109,10,1081,10,61273
25810,Northern Grampians (S),937,3,921,3,956,3,931,3,11439
25900,Port Phillip (C),1069,10,1101,10,962,3,1150,10,100863
25990,Pyrenees (S),952,4,937,4,979,5,960,6,7238
26080,Queenscliffe (B),1075,10,1070,10,1019,8,1121,10,2853
26170,South Gippsland (S),990,7,965,6,1003,7,970,7,28703
26260,Southern Grampians (S),992,7,969,6,987,6,982,7,15944
26350,Stonnington (C),1087,10,1120,10,994,6,1160,10,103832
26430,Strathbogie (S),974,5,957,5,981,5,982,7,10274
26490,Surf Coast (S),1077,10,1064,10,1064,10,1076,9,29397
26610,Swan Hill (RC),947,4,934,4,956,3,939,4,20584
26670,Towong (S),992,7,974,7,999,7,987,8,5985
26700,Wangaratta (RC),983,6,962,6,986,6,976,7,28310
26730,Warrnambool (C),986,6,961,6,970,4,963,6,33655
26810,Wellington (S),974,5,954,5,987,6,954,5,42983
26890,West Wimmera (S),985,6,977,7,1003,7,1006,8,3903
26980,Whitehorse (C),1049,10,1063,10,1011,8,1090,10,162078
27070,Whittlesea (C),991,7,982,7,1015,8,964,6,197491
27170,Wodonga (C),977,6,957,5,974,5,958,6,39351
27260,Wyndham (C),1009,8,1002,8,1021,9,985,7,217122
27350,Yarra (C),1035,9,1081,10,938,2,1131,10,86657
27450,Yarra Ranges (S),1040,9,1017,9,1050,10,1005,8,149537
27630,Yarriambiack (S),941,3,932,3,963,4,964,6,6674
29399,Unincorporated Vic,966,5,972,6,847,1,1028,9,876
30250,Aurukun (S),504,1,641,1,484,1,795,1,1269
30300,Balonne (S),973,5,963,6,985,6,962,6,4377
30370,Banana (S),997,7,973,6,1015,8,928,3,14319
30410,Barcaldine (R),994,7,972,6,992,6,964,6,2865
30450,Barcoo (S),980,6,965,6,990,6,937,4,267
30760,Blackall-Tambo (R),956,4,940,4,972,4,943,4,1903
30900,Boulia (S),863,1,872,1,888,1,868,1,426
31000,Brisbane (C),1048,9,1060,10,1013,8,1073,9,1131155
31750,Bulloo (S),1003,8,970,6,992,6,937,4,353
31820,Bundaberg (R),925,3,909,2,953,3,906,2,92897
31900,Burdekin (S),962,5,934,4,978,5,905,2,17074
31950,Burke (S),921,2,921,3,864,1,937,4,328
32080,Cairns (R),980,6,971,6,967,4,982,7,156901
32250,Carpentaria (S),858,1,874,1,865,1,918,2,1958
32260,Cassowary Coast (R),931,3,912,2,946,3,903,2,28726
32270,Central Highlands (R) (Qld),1006,8,983,7,1010,8,930,3,27999
32310,Charters Towers (R),927,3,914,2,947,3,916,2,11876
32330,Cherbourg (S),404,1,566,1,518,1,741,1,1269
32450,Cloncurry (S),958,4,946,5,931,2,928,3,3032
32500,Cook (S),917,2,915,2,901,2,954,5,4226
32600,Croydon (S),884,1,897,2,919,2,917,2,294
32750,Diamantina (S),1002,8,979,7,936,2,951,5,291
32770,Doomadgee (S),548,1,660,1,534,1,827,1,1405
32810,Douglas (S),981,6,959,5,965,4,974,7,11714
33100,Etheridge (S),932,3,929,3,966,4,930,3,799
33200,Flinders (S) (Qld),963,5,947,5,980,5,939,4,1536
33220,Fraser Coast (R),912,2,899,2,948,3,904,2,101504
33360,Gladstone (R),978,6,964,6,994,7,918,2,61640
33430,Gold Coast (C),1018,8,1009,8,1010,8,1005,8,555721
33610,Goondiwindi (R),974,5,957,5,991,6,950,5,10630
33620,Gympie (R),919,2,903,2,959,3,907,2,49559
33800,Hinchinbrook (S),960,4,929,3,973,4,906,2,10885
33830,Hope Vale (S),621,1,699,1,570,1,745,1,918
33960,Ipswich (C),961,5,948,5,976,5,932,4,193733
33980,Isaac (R),1017,8,987,7,992,6,929,3,20940
34420,Kowanyama (S),580,1,676,1,536,1,755,1,944
34530,Livingstone (S),993,7,974,7,1016,8,947,5,36272
34570,Lockhart River (S),595,1,696,1,621,1,808,1,712
34580,Lockyer Valley (R),947,4,932,3,994,7,913,2,38609
34590,Logan (C),959,4,946,5,991,6,917,2,303386
34710,Longreach (R),999,7,982,7,976,5,988,8,3660
34770,Mackay (R),987,6,966,6,998,7,926,3,114969
34800,McKinlay (S),1010,8,992,8,1008,8,971,7,796
34830,Mapoon (S),688,1,763,1,633,1,852,1,310
34860,Maranoa (R),996,7,982,7,1005,7,973,7,12666
34880,Mareeba (S),936,3,926,3,957,3,932,4,21557
35010,Moreton Bay (R),996,7,982,7,1013,8,963,6,425302
35250,Mornington (S),624,1,715,1,571,1,868,1,1143
35300,Mount Isa (C),988,6,972,6,968,4,939,4,18671
35600,Murweh (S),943,3,935,4,958,3,944,4,4307
35670,Napranum (S),570,1,665,1,600,1,771,1,957
35740,Noosa (S),1014,8,999,8,1015,8,1009,8,52149
35760,North Burnett (R),916,2,908,2,956,3,915,2,10478
35780,Northern Peninsula Area (R),694,1,771,1,627,1,885,1,2796
35790,Palm Island (S),562,1,673,1,545,1,832,1,2446
35800,Paroo (S),891,2,906,2,910,2,971,7,1640
36070,Pormpuraaw (S),652,1,731,1,638,1,837,1,749
36150,Quilpie (S),962,5,947,5,966,4,951,5,813
36250,Redland (C),1027,9,1015,9,1043,9,989,8,147010
36300,Richmond (S),978,6,959,5,971,4,940,4,791
36370,Rockhampton (R),951,4,935,4,960,3,924,3,79726
36510,Scenic Rim (R),983,6,968,6,1018,8,962,6,40072
36580,Somerset (R),929,3,916,3,986,6,904,2,24597
36630,South Burnett (R),908,2,897,2,951,3,911,2,32186
36660,Southern Downs (R),937,3,919,3,967,4,921,3,35110
36720,Sunshine Coast (R),1014,8,999,8,1013,8,996,8,294367
36820,Tablelands (R),949,4,932,3,962,3,942,4,24827
36910,Toowoomba (R),989,7,974,7,991,6,969,6,160779
36950,Torres (S),901,2,933,3,821,1,1009,8,3610
36960,Torres Strait Island (R),672,1,759,1,607,1,909,2,4514
37010,Townsville (C),989,7,976,7,979,5,971,7,186757
37300,Weipa (T),1064,10,1047,9,1043,9,951,5,3905
37310,Western Downs (R),957,4,942,4,976,5,937,4,33444
37340,Whitsunday (R),967,5,945,4,975,5,918,3,33778
37400,Winton (S),954,4,941,4,946,3,959,6,1134
37550,Woorabinda (S),523,1,636,1,545,1,833,1,962
37570,Wujal Wujal (S),596,1,694,1,577,1,846,1,282
37600,Yarrabah (S),518,1,651,1,566,1,789,1,2559
40070,Adelaide (C),1014,8,1058,10,866,1,1154,10,22063
40120,Adelaide Hills (DC),1080,10,1072,10,1082,10,1084,10,38863
40220,Alexandrina (DC),986,6,961,6,1004,7,964,6,25873
40250,Anangu Pitjantjatjara (AC),589,1,717,1,585,1,914,2,2276
40310,Barossa (DC),1012,8,987,7,1025,9,968,6,23558
40430,Barunga West (DC),945,3,934,4,974,5,950,5,2544
40520,Berri and Barmera (DC),910,2,899,2,936,2,909,2,10545
40700,Burnside (C),1081,10,1100,10,1047,10,1139,10,43911
